place_name,food,address,gu,lat,lng
더차이,중식,서울특별시 중구 장충단로13길 20,중구,37.568734553218,127.007666479829
빕스 얌 딜리버리 서울시청점,아시안/양식,서울특별시 중구 서소문로 89-20,중구,37.5632510909133,126.972031493823
테이스티 랩소디,한식,서울특별시 중구 퇴계로87길 55,중구,37.5679856784811,127.020831462879
봉밀가 평양냉면,한식,서울특별시 성동구 고산자로 164,성동구,37.5550687570722,127.035424100115
욕쟁이 할매 불냉면 성동점,한식,서울특별시 성동구 왕십리로24길 29,성동구,37.5651732101932,127.034362879087
영동막국수,한식,서울특별시 광진구 천호대로 581,광진구,37.5562772983121,127.082720789255
센터바,아시안/양식,서울특별시 용산구 한강대로 126-3,용산구,37.5306606976146,126.969830729458
잭슨피자 연신내점,피자,서울특별시 은평구 통일로 928,은평구,37.6257191192306,126.920331104981
오향미엔,중식,서울특별시 서대문구 연세로7안길 34-4,서대문구,37.5582737615065,126.935055395291
두마리찜닭 두찜 도봉창동점,찜탕,서울특별시 도봉구 덕릉로59가길 54,도봉구,37.63855867717,127.036847653227
수유삼겹살,한식,서울특별시 강북구 수유로 36,강북구,37.6339338974123,127.019623016721
엄마분식,분식,서울특별시 강북구 오현로 145,강북구,37.6251153938762,127.036079668809
쪼밍키친,한식,서울특별시 강북구 한천로139길 13,강북구,37.6395003550395,127.02616963754
착한족발 수유화계점,족발/보쌈,서울특별시 강북구 삼양로 346 (수유동),강북구,37.6344097467844,127.017666458347
용용선생 종각점,중식,서울특별시 종로구 삼일대로19길 18,종로구,37.5696619738573,126.986572598966
모자이크 베이커리,카페/디저트,서울특별시 종로구 율곡로 221-12,종로구,37.5767081970506,127.003451749771
지화자,한식,서울특별시 성북구 돌곶이로 197,성북구,37.6176000880824,127.047720501301
60계 서울성수점,치킨,서울특별시 성동구 상원12길 34,성동구,37.5495385436166,127.050472350066
란 칼국수,한식,서울특별시 성동구 성수일로8길 42,성동구,37.5453527128383,127.055044848674
성동푸드,한식,서울특별시 성동구 한림말길 31,성동구,37.5410795776673,127.014589206454
옥수푸드,한식,서울특별시 성동구 한림말길 31,성동구,37.5410795776673,127.014589206454
빔스다이너(VIMS DINER),아시안/양식,서울특별시 광진구 아차산로 200,광진구,37.5410566332301,127.065669226745
빙고코다리아구찜,찜탕,서울특별시 용산구 장문로 77,용산구,37.5261599806598,126.998314942056
압구정샌드위치 용산직영점,아시안/양식,서울특별시 용산구 신흥로 86,용산구,37.5456536557396,126.985939031575
일월만두,한식,서울특별시 은평구 연서로 183,은평구,37.6151483012203,126.917730408946
할머니가래 떡볶이,분식,서울특별시 은평구 연서로29길 34,은평구,37.6200041126766,126.916869408565
도봉한식뷔폐,한식,서울특별시 도봉구 도봉로181길 70,도봉구,37.6851121183433,127.042454373922
스시 도모에,돈까스/일식,서울특별시 도봉구 노해로69길 15,도봉구,37.6529808344235,127.050643136271
강이의 키친(Kangs Kitchen),한식,서울특별시 은평구 연서로21길 33-10,은평구,37.6153815781661,126.913832281184
안녕 이웃사람,한식,서울특별시 은평구 백련산로 121,은평구,37.5964182602737,126.923495350885
연신내 자매 김밥,도시락,서울특별시 은평구 연서로 247,은평구,37.6196909418421,126.922171955937
안동곰샤브칼국수,분식,서울특별시 중구 마른내로6길 23,중구,37.5630796953435,126.995258231655
라사천마라탕,찜탕,서울특별시 성북구 장월로8길 64,성북구,37.6105760709155,127.051161965371
처갓집양념치킨 보문5가점,치킨,서울특별시 성북구 지봉로20길 81,성북구,37.5814632006811,127.019824114629
미소포차,야식,서울특별시 강북구 도봉로67길 61,강북구,37.6293523330119,127.021466776938
신미방 마라탕,찜탕,서울특별시 동대문구 회기로25길 16,동대문구,37.5909192083803,127.055248910413
무국적식탁 중랑점,한식,서울특별시 중랑구 면목로27다길 32,중랑구,37.5732692954713,127.082943453886
번쩍피자,피자,서울특별시 중랑구 면목로55길 25,중랑구,37.5841876268502,127.086830298751
사오리 초밥,돈까스/일식,서울특별시 중랑구 사가정로 363-2,중랑구,37.5811746725841,127.085143899276
집밥,한식,서울특별시 중랑구 망우로 467,중랑구,37.6007981415777,127.103878135828
희현,한식,서울특별시 중랑구 사가정로50길 30,중랑구,37.5796130527547,127.085914552064
둥지Oh!그린바,아시안/양식,서울특별시 용산구 청파로73길 59,용산구,37.5514211733475,126.967449811525
스몰타운스몰(small town small),한식,서울특별시 용산구 녹사평대로40길 63,용산구,37.5343925911131,126.989319891719
내꼬닭,치킨,서울특별시 성동구 용답25다길 24,성동구,37.5632485587812,127.053367819113
뉴욕비,한식,서울특별시 서대문구 연세로12길 39,서대문구,37.5592468942958,126.93922214422
라와 마라탕,찜탕,서울특별시 서대문구 명지대길 10,서대문구,37.5807940234173,126.925122003843
the 탑 김밥 떡볶이,분식,서울특별시 도봉구 우이천로 347,도봉구,37.6474112015812,127.02522534494
1번지통닭,치킨,서울특별시 노원구 한글비석로52길 26,노원구,37.6656304576093,127.066559965546
포아이니 역촌점,한식,서울특별시 은평구 갈현로 67-1,은평구,37.6040254626066,126.910260212024
순이네 샤브샤브,한식,서울특별시 성북구 보문로 184-6,성북구,37.5906291522051,127.015162741519
키바레,돈까스/일식,서울특별시 성북구 동소문로22길 19-7,성북구,37.5922614173676,127.018157302526
교촌치킨 수유2호점,치킨,서울특별시 강북구 수유로 12,강북구,37.631932075896,127.018579889428
경양카츠 경희대점,돈까스/일식,서울특별시 동대문구 회기로 146-1,동대문구,37.5914085668353,127.052620689284
떡군이네 떡볶이 전농사거리점,분식,서울특별시 동대문구 전농로 156,동대문구,37.5787396346278,127.057224003486
문래돼지불백(구의점),한식,서울특별시 광진구 구의강변로 38,광진구,37.5341645095931,127.091890662015
2F,아시안/양식,서울특별시 용산구 보광로59길 10,용산구,37.5340421353233,126.993496428747
우피치(UFFIZI),아시안/양식,서울특별시 용산구 청파로47길 20-7,용산구,37.5450095651183,126.969084218498
컨큐어카페,카페/디저트,서울특별시 용산구 한남대로27가길 23,용산구,37.5377124222529,127.002578496735
카페글로리,카페/디저트,서울특별시 성동구 무학봉15길 12,성동구,37.5621651208547,127.030857675374
스시우,돈까스/일식,서울특별시 도봉구 우이천로24길 40,도봉구,37.6450422047908,127.031736760604
고기반햄반 김치찌개 공릉점,찜탕,서울특별시 노원구 동일로173가길 115,노원구,37.6233418210089,127.071880999099
진스쿡,도시락,서울특별시 노원구 한글비석로24나길 19,노원구,37.6626384360974,127.071411469438
마루,한식,서울특별시 은평구 갈현로7길 9,은평구,37.603603605999,126.909300164208
부암비어,치킨,서울특별시 종로구 창의문로 143-3,종로구,37.5925503385552,126.964635816812
팜트리,한식,서울특별시 중구 다산로 147,중구,37.5569670375217,127.011601410253
프랭크버거 약수역점,패스트푸드,서울특별시 중구 동호로7길 14,중구,37.5532054555858,127.010718554062
아라치 성북점,치킨,서울특별시 성북구 동소문로46길 18,성북구,37.6068583127175,127.029938182637
태백집,한식,서울특별시 성북구 돌곶이로41길 35,성북구,37.617528246198,127.046448689261
아지트,한식,서울특별시 강북구 한천로 1182,강북구,37.6484283154314,127.014582870267
