,gu,address,food,name,rating,lat,lng
2590,성북구,서울 성북구 동소문로 21-1,중식,짜앤짬,4.18,37.5896903727066,127.008255474936
2591,강북구,서울 강북구 삼양로29길 11,중식,인차이나,4.35,37.6189696274502,127.020454332982
2592,성북구,서울 성북구 성북로5길 2 경신반점,중식,경신반점,4.53,37.5892607009641,127.004783963161
2593,노원구,서울 노원구 월계로 325 주공1단지복합상가,중식,용궁중화요리,4.16,37.6289557824224,127.056655842637
2594,성북구,서울 성북구 삼선교로23가길 4,중식,샤해루,4.54,37.5900886758273,127.014206213617
2595,성북구,서울 성북구 동소문로20나길 3 2층,중식,마라삼국지,4.33,37.5919749241867,127.016789544082
2596,성북구,서울 성북구 보문로30길 14,중식,요리왕,4.33,37.588417708525,127.018643002341
2597,동대문구,서울 동대문구 망우로 76,중식,하오짬 중화요리,4.53,37.5897492517301,127.061653878029
2598,성북구,서울 성북구 개운사길 21-3 101호,중식,사랑마라탕,4.13,37.5873075052489,127.028927547003
2599,동대문구,서울 동대문구 회기로8길 11,중식,공자식탁,4.23,37.5909153165362,127.039862146204
2600,강북구,서울 강북구 도봉로95길 33 1층,중식,소림마라 강북점,4.47,37.6418789175728,127.027130046407
2601,도봉구,서울 도봉구 방학로10길 4,중식,여향짬뽕,4.37,37.6626978846184,127.033277598259
2602,성북구,서울 성북구 삼양로 35 엔콕학원 1층 신미방마라탕,중식,신미방마라탕 길음뉴타운7호점,5.0,37.606231004929,127.023773153729
2603,성북구,서울 성북구 화랑로 90,중식,조가연마라탕,4.56,37.6024993166965,127.042319505458
2604,성북구,서울 성북구 정릉로38나길 16 1층,중식,삼미원,4.62,37.601669795496,127.019555086529
2605,도봉구,서울 도봉구 도봉로110길 39-16 1층 104호,중식,마라상회,4.58,37.6465165041912,127.035762435044
2606,도봉구,서울 도봉구 해등로 83 동진빌리지,중식,남경,4.44,37.6510272412012,127.041383482955
2607,노원구,서울 노원구 상계로 64,중식,신미방마라탕,4.37,37.6557918268818,127.062277905261
2608,도봉구,서울 도봉구 방학로 173,중식,수정궁,4.33,37.6621011753407,127.032918739715
2609,노원구,서울 노원구 중계로18길 9 에덴프라자205호,중식,호접몽,4.32,37.6511314648922,127.077806790733
2610,강북구,서울 강북구 월계로7나길 60,아시안/양식,경성양꼬치 미아삼거리점,4.46,37.6135212006202,127.031052286754
2611,노원구,서울 노원구 동일로242가길 36 1층,중식,중원,4.29,37.6775330357566,127.056158616205
2612,노원구,서울 노원구 노해로83길 10-1 대화빌딩,아시안/양식,경성양꼬치 노원점,4.27,37.6559092251302,127.06445782216
2613,도봉구,서울 도봉구 도봉로169나길 47 1층,중식,홍방원,4.38,37.6775341949139,127.04386340983
2614,도봉구,서울 도봉구 노해로 341 신원리베르텔 2층 203호,중식,한스친친 창동점,4.23,37.6514452431588,127.045912956978
2615,노원구,서울 노원구 공릉로 95,중식,외백,4.2,37.6188459464331,127.078310936686
2616,성북구,서울 성북구 돌곶이로14길 15 1층,중식,교동짬뽕,4.32,37.6085596467659,127.060514326452
2617,성북구,서울 성북구 삼양로9길 9,중식,천안문,4.37,37.6084694699558,127.022621057301
2618,노원구,서울 노원구 상계로 65,중식,춘리마라탕 노원역점,4.83,37.6563543249568,127.062249590194
2619,성북구,서울 성북구 길음로9길 50,중식,더웍,4.45,37.6026965054255,127.020948040998
2620,성북구,서울 성북구 보국문로 91,중식,임금님자장면,4.31,37.6124187963609,127.007767006217
2621,도봉구,서울 도봉구 도봉로125길 35,아시안/양식,진따거양꼬치,4.44,37.6541485853474,127.036824305038
2622,강북구,서울 강북구 도봉로46길 8,중식,다래성,4.31,37.6245309798144,127.02751194401
2623,도봉구,서울 도봉구 도봉로125길 94,중식,차이나타운,4.24,37.6565975988284,127.037794684504
2624,강북구,서울 강북구 노해로 49 세일빌딩,아시안/양식,마라양꼬치수유점,4.49,37.640049029622,127.022348054812
2625,노원구,서울 노원구 노해로 502,중식,홍콩반점0410 노원역남부점,4.35,37.6544500497108,127.063692307584
2626,도봉구,서울 도봉구 도봉로181길 41 차이나타운,중식,차이나타운,4.4,37.684346367161,127.043471536797
2627,도봉구,"서울 도봉구 도당로 108 (방학동,지상1층)",중식,장강중화요리,4.29,37.6664387690073,127.038564617026
2628,노원구,서울 노원구 동일로218길 17,중식,노원우동짜장,4.49,37.6538758836589,127.061772133025
2629,노원구,서울 노원구 광운로 39 2층,중식,수해복마라탕 광운대점,4.78,37.6210705907216,127.058914293731
2630,성북구,서울 성북구 화랑로40길 61 3층,아시안/양식,청도양꼬치,4.18,37.6137693344093,127.064941869055
2631,노원구,서울 노원구 동일로 1379,중식,영빈관,4.15,37.6518043505091,127.060894004756
2632,노원구,서울 노원구 공릉로70길 10 2층,중식,식상가훠궈무한리필,4.25,37.6391608896321,127.070219733977
2633,강북구,서울 강북구 삼양로46길 4,중식,백운각,4.23,37.6224803907012,127.020076390313
2634,성북구,서울 성북구 돌곶이로39길 6-1,중식,장위동 중국집,4.4,37.6176639153288,127.046953720549
2635,도봉구,서울 도봉구 마들로 733-1,중식,조선제일짬뽕화원,4.47,37.675639537594,127.047553494756
2636,강북구,서울 강북구 노해로3길 59,중식,짬뽕의명가후아닝 수유점,4.4,37.6353195801398,127.019820400054
2637,도봉구,서울 도봉구 도당로27길 47,중식,한강중화요리,4.2,37.6694981177216,127.040768065651
2638,도봉구,서울 도봉구 도봉로145길 56,중식,신짜장 방학본점,4.36,37.6647309981606,127.039537996108
2639,노원구,서울 노원구 동일로203가길 29 브라운스톤중계 1층,중식,메이향,4.17,37.6398759609875,127.06428375943
2640,노원구,서울 노원구 동일로237가길 21 103동,중식,첸첸,4.09,37.6748542704483,127.054177655055
2641,중랑구,서울 중랑구 동일로139길 7,중식,대흥각,4.41,37.6033649457218,127.078490281355
2642,도봉구,서울 도봉구 방학로3길 127 2층,중식,마오마오,4.41,37.6576962362706,127.038414580981
2643,노원구,서울 노원구 동일로192길 46,아시안/양식,쌍둥이가원양꼬치,4.52,37.6265202574678,127.075589368289
2644,강북구,서울 강북구 월계로 173,중식,메이린,4.26,37.6202544613023,127.044324732036
2645,노원구,서울 노원구 노해로83길 21,중식,홍익짬뽕,4.34,37.6561821893907,127.064022659398
2646,노원구,서울 노원구 공릉로 167 천일모텔 1층,중식,인차이나,4.2,37.624914896076,127.079538899122
2647,중랑구,서울 중랑구 망우로 369,중식,장가네해물짬뽕,4.33,37.5985339002666,127.093260119913
2648,도봉구,서울 도봉구 도봉로150다길 64,아시안/양식,또와 양꼬치&짬뽕,4.42,37.6689416628853,127.044531851033
2649,동대문구,서울 동대문구 경희대로 12-1,중식,홍콩반점0410 경희대점,4.35,37.5926905469995,127.052713194758
2650,동대문구,서울 동대문구 회기로 137 1층 심양양꼬치,아시안/양식,심양양꼬치 경희대점,4.46,37.5914834502634,127.051780930726
2651,동대문구,서울 동대문구 경희대로 19,중식,샹그라경희대점,4.13,37.5934086660746,127.052446703036
2652,도봉구,서울 도봉구 마들로 682,중식,황제해물짬뽕,4.31,37.6708415349121,127.046692385896
2653,노원구,서울 노원구 덕릉로83길 25 2층,중식,미미,4.68,37.6601032953297,127.073977711215
2654,노원구,서울 노원구 노해로 492 2층 203호,중식,라화쿵부 상계점,4.43,37.6544548276974,127.062677840248
2655,노원구,서울 노원구 상계로24길 18 1층 우측호,중식,라와마라탕 2호점,4.57,37.6576192307633,127.070089334354
2656,중랑구,서울 중랑구 망우로 283 1층,중식,춘리마라탕 상봉점,4.3,37.5961532242606,127.083878464294
2657,도봉구,서울 도봉구 덕릉로59길 62,중식,향원,4.13,37.6416824927055,127.03652027445
2658,중랑구,서울 중랑구 망우로66길 57 1층 동춘원,중식,동춘원,4.83,37.5969530405907,127.099632096546
2659,도봉구,서울 도봉구 도당로 76,중식,아!짜장,4.28,37.6645720367997,127.035966945313
2660,성북구,서울 성북구 화랑로 168,중식,만리성,4.38,37.6065854510643,127.049369869613
2661,도봉구,서울 도봉구 도봉로110길 58 노블캐슬오피스텔,중식,원빈,4.26,37.6460611863503,127.036806374807
2662,성북구,서울 성북구 장위로 43,중식,서향&아리산,4.33,37.6143227843788,127.04166395906
2663,노원구,서울 노원구 광운로 9 1층,중식,미식성,4.27,37.6186938690442,127.057280096715
2664,동대문구,서울 동대문구 한천로 450-1,중식,용궁,4.15,37.6007670074025,127.067766710198
2665,중랑구,서울 중랑구 망우로 203,중식,향선루,4.33,37.5939956436071,127.075008982696
2666,노원구,서울 노원구 한글비석로 269,중식,신라강호,4.56,37.6517182215771,127.076788209393
2667,서대문구,서울 서대문구 연희로 145,중식,연경 연희점,4.27,37.5705757964955,126.933622857037
2668,마포구,서울 마포구 어울마당로 115,아시안/양식,뜻밖에양꼬치,4.27,37.5551154760999,126.923028882468
2669,마포구,서울 마포구 성미산로 197,중식,송가,4.45,37.5625922170621,126.926998255364
2670,마포구,서울 마포구 연희로1길 65 1층,중식,연교,4.48,37.5616054233661,126.926671328069
2671,마포구,서울 마포구 동교로46길 10 1층,중식,월량관,4.45,37.5625397089528,126.925301677507
2672,은평구,서울 은평구 통일로80길 10,중식,중국음식점,4.45,37.6199372310152,126.921837549704
2673,마포구,서울 마포구 동교로 156-16,중식,향미각,4.17,37.5550273602568,126.919915592224
2674,마포구,서울 마포구 동교로 272,중식,상해소흘,4.26,37.5636283813598,126.92601490553
2675,서대문구,서울 서대문구 명물1길 24,중식,복성각,4.3,37.5584753193746,126.937399700972
2676,은평구,서울 은평구 은평로 197 2층 담아루,중식,담아루,4.29,37.6016437882797,126.92951057903
2677,마포구,서울 마포구 동교로30길 17 1층,중식,디이롱,4.45,37.5601505692403,126.925069100131
2678,서대문구,서울 서대문구 연희로 36,중식,편의방,4.41,37.5618289324287,126.927501079858
2679,은평구,서울 은평구 진관동 66-33,중식,탕면,4.54,37.6402790319095,126.919911411719
2680,마포구,서울 마포구 양화로18길 15 2층,중식,손오공마라탕 동교동점,4.47,37.5565914536875,126.924931647948
2681,은평구,서울 은평구 통일로 1010 아이파크포레스트게이트 B106,중식,야래향 본점,4.25,37.6327971461007,126.918571397928
2682,마포구,서울 마포구 월드컵로 164 2층,중식,천년각,4.17,37.5622992935812,126.90495579097
2683,마포구,서울 마포구 와우산로23길 50 지하1층,중식,별자리마라탕&훠궈 무한리필 홍대점,4.52,37.5550254656396,126.923721818282
2684,마포구,서울 마포구 동교로 210 1층,중식,사천리 훠궈,4.78,37.5586363438191,126.923786383947
2685,은평구,서울 은평구 은평로 108 2층,중식,니하오마라탕,4.47,37.5997123185996,126.919882555261
2686,종로구,서울 종로구 경교장1길 17,중식,메이탄 종로점,4.51,37.5685481288497,126.964615020906
2687,은평구,서울 은평구 연서로29길 14-13,아시안/양식,낭만양꼬치,4.95,37.6195826055425,126.919167569469
2688,은평구,서울 은평구 진관2로 15-8 웅신미켈란의 아침 2층 208호 황산훠궈성,중식,황산훠궈성,4.77,37.6353936531351,126.919559891188
2689,종로구,서울 종로구 자하문로 255,중식,하림각,4.37,37.5972420428015,126.962215768061
2690,마포구,서울 마포구 포은로 74,아시안/양식,천지양꼬치,4.45,37.5538346945387,126.905851424896
2691,중구,서울 중구 청파로 443,중식,중림동기내식,4.47,37.5590454261506,126.968485816049
2692,마포구,서울 마포구 월드컵로13길 70 1층 좌측호,중식,라화쿵부 망원점,4.42,37.5552838864776,126.906339301629
2693,마포구,서울 마포구 동교로 266-6 낭만반점,중식,낭만반점,4.26,37.5631565493367,126.925473216007
2694,종로구,서울 종로구 창의문로 133 천진포자,중식,천진포자 부암점,4.24,37.5923677514777,126.965700824206
2695,마포구,서울 마포구 홍익로 15 2층 탕화쿵푸마라탕,중식,탕화쿵푸마라탕 홍대입구7호점,4.52,37.5537648594836,126.922996320328
2696,은평구,서울 은평구 증산로 469,중식,니하오,4.53,37.5980896855268,126.915184809688
2697,은평구,서울 은평구 연서로 167,중식,도화원,4.32,37.6139434654563,126.917423550611
2698,마포구,서울 마포구 어울마당로 102 2층,중식,라화쿵부 홍대점,4.64,37.5539104838462,126.922480902893
2699,서대문구,서울 서대문구 증가로10길 6,중식,만복래,4.41,37.5777855033956,126.923279740331
2700,은평구,서울 은평구 서오릉로 58,아시안/양식,은평양꼬치,4.42,37.6058463765384,126.923591244576
2701,서대문구,서울 서대문구 거북골로 172 2층,중식,짜짜루,4.16,37.5768067251217,126.911281172363
2702,서대문구,서울 서대문구 통일로 143-7 1층,중식,성민양꼬치 서대문점,4.46,37.5671451552447,126.964805392774
2703,서대문구,서울 서대문구 거북골로 21-12 2층 중화미식관 웨이,중식,웨이,4.69,37.5797143094521,126.925038064383
2704,마포구,서울 마포구 신촌로 118-1,중식,홍칠공훠궈 한국신촌1호점,4.41,37.555494346458,126.93890298729
2705,은평구,서울 은평구 녹번로 7,중식,대성각,4.47,37.6030636932128,126.926755676644
2706,서대문구,서울 서대문구 이화여대길 16 2층,중식,세아마라탕,4.28,37.5575901973042,126.946012160938
2707,은평구,서울 은평구 녹번로 72 1층  명진양꼬치,아시안/양식,명진양꼬치,4.42,37.6069531281578,126.931942737596
2708,서대문구,서울 서대문구 연희맛로 36,아시안/양식,THE Yang,4.49,37.5679425897426,126.931024715211
2709,영등포구,서울 영등포구 여의대로 108 지하1층,중식,유방녕 더현대서울점,4.58,37.5251913154781,126.929112756574
2710,마포구,서울 마포구 동교로27길 25 1층,중식,대륙포차,4.62,37.5591041699187,126.92217265593
2711,마포구,서울 마포구 포은로 90,중식,황금룡,4.33,37.5551101560175,126.905299913634
2712,마포구,서울 마포구 동교로25길 23 1층,중식,죽순,4.49,37.557987524509,126.921161900234
2713,은평구,서울 은평구 통일로66길 10-16,중식,중화원,4.32,37.6099537410914,126.931713944728
2714,마포구,서울 마포구 월드컵로 65,중식,가원,4.31,37.5548617618262,126.910869330338
2715,서대문구,서울 서대문구 연희맛로 36 1층,중식,진미,4.39,37.5679425897426,126.931024715211
2716,마포구,서울 마포구 동교로 81,중식,만두란,4.51,37.5541969515601,126.911036257775
2717,중구,서울 중구 남대문로7길 16 한국빌딩 B1,중식,크리스탈제이드 소공점,4.21,37.564165610386,126.981163608227
2718,마포구,서울 마포구 양화로15안길 19,중식,청운,4.18,37.5539304405212,126.918532344751
2719,마포구,서울 마포구 월드컵북로 220 월드컵빌리지 101호,중식,마야 콩듀 콩짜장,4.32,37.5696031586934,126.904773662408
2720,마포구,서울 마포구 홍익로5길 57 1층,중식,영빈,4.35,37.5528292174806,126.919814054897
2721,마포구,서울 마포구 마포대로 92 효성 해링턴스퀘어 A동 2F,중식,몽중헌 공덕점,4.39,37.5428436189268,126.95133595616
2722,용산구,서울 용산구 이촌로77길 19 더몽,중식,더몽,4.43,37.5205536707079,126.974666973357
2723,중구,서울 중구 남대문로 52-5 대한문화예술공사,중식,개화,4.12,37.5621198047309,126.981717024453
2724,영등포구,서울 영등포구 여의나루로 42 여의도종합상가 5층,중식,신동양반점,4.17,37.521470230225,126.924971147893
2725,마포구,서울 마포구 백범로 23 거구장예식장,중식,홍원,4.39,37.5524342152167,126.937558550565
2726,마포구,서울 마포구 월드컵북로1길 60 1층,중식,진진 가연,4.45,37.553806747709,126.918422364162
2727,마포구,서울 마포구 성미산로 193,중식,향미 연남동점,4.19,37.5629000001569,126.926711824355
2728,용산구,서울 용산구 한강대로23길 55 아이파크몰 패션파크 1층,중식,팀호완 용산점,4.36,37.5297718014452,126.964741503485
2729,영등포구,서울 영등포구 국제금융로 10 IFC몰 L3 312호,중식,훠궈야 여의도IFC몰점,4.36,37.5251775245928,126.924876706923
2730,마포구,서울 마포구 포은로 75 1층,중식,동일루,4.25,37.5538237462899,126.905567945655
2731,은평구,서울 은평구 연서로26길 9,중식,중화원,4.22,37.6170806720851,126.920522795448
2732,서대문구,서울 서대문구 연세로11길 8 1층~2층,중식,라화쿵부 신촌점,4.7,37.5590445216786,126.936467197506
2733,종로구,서울 종로구 새문안로5가길 7 세종클럽 2층,중식,금용문,4.47,37.5727711995017,126.974038245085
2734,용산구,서울 용산구 새창로 209 1층,아시안/양식,마봉양꼬치 용산점,4.53,37.5306746289878,126.967007530253
2735,용산구,서울 용산구 한강대로40길 26 2층,중식,일일향 신용산7호점,4.3,37.5300477662616,126.970624618127
2736,종로구,서울 종로구 율곡로2길 25 연합뉴스 빌딩 지하 1층,중식,베이징코야,4.24,37.5743642341595,126.98051726008
2737,마포구,서울 마포구 매봉산로2안길 22,중식,남강전통수타면,4.21,37.5775016824711,126.894242628146
2738,용산구,서울 용산구 원효로41길 15 1층,아시안/양식,용산양다리,4.45,37.534539427835,126.958314957366
2739,영등포구,서울 영등포구 당산로45길 4-1,아시안/양식,준이네당산양꼬치,4.51,37.5334397977681,126.900931264434
2740,관악구,서울 관악구 시흥대로 552 석천빌딩 2층,중식,천미미 구로점,4.7,37.4821208740528,126.901415809881
2741,영등포구,서울 영등포구 국회대로34길 18-1,중식,몽중인,4.71,37.5260106874152,126.897039615682
2742,마포구,서울 마포구 동교로 257 2층,중식,몽중식,4.73,37.5628310413654,126.924656121785
2743,마포구,서울 마포구 동교로 217 1층,중식,리춘시장 연남점,4.48,37.5594957301384,126.923531647095
2744,중구,서울 중구 을지로12길 12 1층,중식,을지 장만옥,4.26,37.5657437884452,126.991063733657
2745,용산구,서울 용산구 장문로 23 몬드리안호텔 2층,중식,SMT 차이나룸 몬드리안호텔점,4.4,37.5285655568387,126.993107501389
2746,중구,서울 중구 세종대로21길 40,중식,루이키친M,4.38,37.5682647168024,126.975857118806
2747,서대문구,서울 서대문구 연희맛로 13,중식,이화원,4.23,37.56655043855,126.929010308997
2748,마포구,서울 마포구 독막로 68,중식,맛이차이나,4.31,37.5475998077326,126.920858592344
2749,양천구,서울 양천구 목동서로 225 대한민국예술인센터 2층,중식,동천홍 목동점,4.31,37.5270754105611,126.870745963571
2750,종로구,서울 종로구 청계천로 85 삼일 빌딩 2층,중식,삼일 금룡,4.71,37.5686313893591,126.987150409394
2751,서초구,서울 서초구 서초대로 28 장현빌딩 1층,중식,월량,4.45,37.4855116092147,126.985548128839
2752,용산구,서울 용산구 원효로 70,중식,팔보,4.38,37.5325054872953,126.951642152118
2753,영등포구,서울 영등포구 여의대로 108 더현대서울 6층 도원스타일,중식,도원스타일 더현대서울점,4.56,37.5251913154781,126.929112756574
2754,관악구,서울 관악구 남부순환로 1727-10,중식,수타원,4.25,37.4829303452194,126.942291289191
2755,영등포구,서울 영등포구 당산로37길 1,중식,대관원,4.34,37.5294124502066,126.897906297847
2756,서초구,서울 서초구 동광로19길 16 복합빌딩,중식,주,4.42,37.4932094113094,126.989338084331
2757,영등포구,서울 영등포구 여의대로 108 파크원 더현대서울 지하 1층,중식,호우섬 더현대서울점,4.31,37.5251913154781,126.929112756574
2758,영등포구,서울 영등포구 경인로 870 2층,중식,하이디라오 영등포지점,4.61,37.5169829500086,126.90928305399
2759,금천구,서울 금천구 가산디지털2로 14 대륭테크노타운12차,중식,루,4.47,37.4696780474214,126.88425457098
2760,강서구,서울 강서구 화곡로60길 20 솔터빌딩1층,아시안/양식,매화양꼬치 강서구청점,4.45,37.5534212395905,126.85228881538
2761,영등포구,서울 영등포구 도림로 464 2층,중식,북경,4.26,37.5167344972335,126.892875370579
2762,관악구,서울 관악구 봉천로 356 도원맨션,중식,홍반점,4.38,37.4839342264909,126.939367889913
2763,구로구,서울 구로구 공원로 41 현대파크빌 1층,중식,상하이몽,4.18,37.50036882384,126.889924711112
2764,양천구,서울 양천구 오목로 312 제일빌딩 현경 목동점,중식,현경 목동점,4.36,37.5246909382695,126.872013025181
2765,구로구,서울 구로구 디지털로 273,중식,무한자금성,4.48,37.4839543151881,126.894103271526
2766,금천구,서울 금천구 범안로 1130 1층,중식,도원,4.19,37.4655215598001,126.887672228018
2767,구로구,서울 구로구 디지털로19길 12,중식,월래순교자관,4.33,37.4803128977754,126.890067650003
2768,영등포구,서울 영등포구 디지털로 346,중식,복만루,4.5,37.4886127041226,126.899252684489
2769,양천구,서울 양천구 목동중앙북로14길 1 1층,중식,홍마방,4.49,37.5461786428417,126.873287473769
2770,금천구,서울 금천구 가산디지털2로 142-17,중식,자금성,4.13,37.4804536672335,126.879829512791
2771,영등포구,서울 영등포구 도림로41길 10,아시안/양식,초원양꼬치,4.65,37.4949091347525,126.898112616542
2772,영등포구,서울 영등포구 디지털로37길 25 사천요리기와집,중식,사천요리기와집,4.28,37.4908235659234,126.897957937911
2773,강서구,서울 강서구 우장산로15길 25,중식,홍린,4.25,37.5542861859343,126.850561695472
2774,강서구,서울 강서구 방화대로6라길 1 1층 중화식탁,중식,중화식탁,4.4,37.5551021778519,126.818279473363
2775,영등포구,서울 영등포구 영중로 15 타임스퀘어,중식,니뽕내뽕 타임스퀘어직영점,4.37,37.5172332566615,126.903715993779
2776,마포구,"서울 마포구 매봉산로 80 Park M 1층 7호,8호",중식,피슈마라홍탕 상암점,4.59,37.5785297541285,126.894284759249
2777,강서구,"서울 강서구 마곡중앙5로 6 1층 105, 106호",중식,천천향 마라탕&마라샹궈 마곡나루역본점,4.47,37.5673140391214,126.827554917518
2778,양천구,서울 양천구 목동동로14길 7-1,중식,금정,4.25,37.5244860085804,126.872390652143
2779,강서구,서울 강서구 화곡로56길 29 1층 2층,중식,매향,4.42,37.551509279489,126.851463864601
2780,마포구,서울 마포구 매봉산로 80 파크 m 1층,중식,이화원,4.29,37.5785297541285,126.894284759249
2781,영등포구,서울 영등포구 도림로38길 7-1,중식,아향부 직영점,4.48,37.4923152339453,126.897704197028
2782,양천구,서울 양천구 등촌로 150 1층,중식,용호루,4.72,37.5433178060457,126.862740277924
2783,영등포구,서울 영등포구 당산로45길 1 삼성쉐르빌1층102호,중식,딘딘향 당산점,4.46,37.5332342860396,126.900510317023
2784,강서구,서울 강서구 공항대로 248 1층 117호,중식,명성각 마곡본점,4.08,37.5584038640061,126.834893863585
2785,강서구,서울 강서구 양천로49길 56-3,중식,장하촌,4.32,37.5714566118045,126.840419313268
2786,구로구,서울 구로구 구로중앙로 152,중식,명장반점 NC신구로점,4.83,37.5011601442131,126.882773011925
2787,강서구,서울 강서구 화곡로 137 전원빌딩 2층,아시안/양식,천리향양꼬치,4.71,37.5409831860522,126.836983267414
2788,양천구,서울 양천구 목동서로 155 목동파라곤 지하102호,중식,피슈마라홍탕 목동점,4.86,37.5299956155624,126.875071951863
2789,강서구,서울 강서구 공항대로 164 류마타워 지하1층,중식,샹리,4.15,37.5593259702511,126.825514827621
2790,금천구,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 지하1층 b116호,중식,오한수우육면가,4.73,37.479966429878,126.88263620024
2791,중구,서울 중구 을지로 124,중식,안동장,4.22,37.5661128743674,126.991579946841
2792,서초구,서울 서초구 서초대로51길 20,중식,현경 교대점,4.43,37.4958866458765,127.014246588275
2793,은평구,서울 은평구 연서로18길 14-1,중식,풍년장,4.24,37.6120766335324,126.919138771815
2794,종로구,서울 종로구 자하문로7길 65,중식,영화루,4.31,37.5801403039811,126.969021357276
2795,중구,서울 중구 동호로 249,중식,서울신라호텔 팔선,4.47,37.5575055053737,127.007952910656
2796,서대문구,서울 서대문구 연희로11길 20,중식,이품,4.3,37.5675446845976,126.930062500433
2797,금천구,서울 금천구 시흥대로63길 20,중식,동흥관,4.16,37.4552239556402,126.898598446467
2798,영등포구,서울 영등포구 영중로3길 11,아시안/양식,핫램양고기,4.63,37.5163259435554,126.905272479913
2799,영등포구,서울 영등포구 도림로 128,중식,아향부 본점,4.46,37.4925051023443,126.896595884089
2800,강서구,서울 강서구 까치산로 75 호왕빌딩 1층,중식,쓰부,4.39,37.5453792807017,126.847041591
2801,영등포구,서울 영등포구 선유로 252,중식,메이탄 영등포점,4.32,37.5348407685065,126.897661639171
2802,강서구,서울 강서구 화곡로 119 동인빌딩 2층,아시안/양식,명품양꼬치,4.41,37.5404442123113,126.835104104883
2803,구로구,서울 구로구 새말로16길 29,중식,홍중샤브샤브 신도림2호점,4.35,37.5043259165509,126.891153571708
2804,영등포구,서울 영등포구 양평로 46 B1,아시안/양식,일품각,4.53,37.5344675357409,126.901645865014
2805,영등포구,서울 영등포구 도림로38길 11-1,중식,라화쿵부 대림 본점,4.22,37.4920644227872,126.897842041459
2806,구로구,서울 구로구 디지털로32길 97-27,중식,복성루샤부샤부성,4.49,37.4837384725133,126.901006424159
2807,영등포구,서울 영등포구 양평로 107 1층,중식,중화요리 연,4.39,37.5368750196902,126.895368573357
2808,영등포구,서울 영등포구 도림로38길 9,아시안/양식,아향부 꼬치마을,4.33,37.4922467244629,126.897770214868
2809,구로구,서울 구로구 디지털로 288,중식,오한수우육면가 구로1호점,4.59,37.4835695693308,126.895502765348
2810,구로구,서울 구로구 디지털로32길 97-6 2층,중식,홍콩반점0410 구로디지털역점,4.29,37.4831031497728,126.900765644388
2811,금천구,서울 금천구 가산로 147-5,중식,실크로드중화요리,4.42,37.4781187260595,126.890612518373
2812,양천구,서울 양천구 공항대로 634 2층,중식,정짜장 짬뽕,4.39,37.5466903363672,126.875163932834
2813,강서구,서울 강서구 화곡로 140 거영오피스텔,중식,홍콩반점0410 화곡역점,4.25,37.5405115084155,126.837241146338
2814,영등포구,서울 영등포구 영등포로 180-1,중식,도화원,4.25,37.5202152058714,126.901518198221
2815,영등포구,서울 영등포구 경인로 775 지하1층 142호,중식,중식당 유니,4.36,37.5147464245043,126.897536835727
2816,영등포구,서울 영등포구 영등포로62길 10-1,중식,신길동매운짬뽕,4.19,37.5153470158049,126.916515766262
2817,관악구,서울 관악구 남부순환로 1620,중식,북경반점,4.14,37.4841236353776,126.930713125297
2818,동작구,서울 동작구 상도로 111 1층,중식,정묘당1987,4.36,37.5010294231047,126.932444199695
2819,관악구,서울 관악구 신림로 370 1층,아시안/양식,신림양꼬치,4.33,37.4873532597135,126.929127833585
2820,구로구,서울 구로구 경인로 662 6층 팔진향,중식,팔진향 디큐브점,4.21,37.5081230677129,126.888212953215
2821,동작구,서울 동작구 노량진로 96 2층,중식,취복루,4.38,37.5130997295998,126.936327224739
2822,관악구,서울 관악구 남부순환로 1588 2층,중식,홍콩반점0410 신림역점,4.41,37.4836621995067,126.927071163442
2823,영등포구,서울 영등포구 대림로27길 3,아시안/양식,쇼촬땐 2호점,4.53,37.4951780855324,126.899374475846
2824,양천구,서울 양천구 목동동로10길 8 2층,중식,린궁즈,4.11,37.5186362739948,126.87075407373
2825,서대문구,서울 서대문구 신촌로 73,중식,피슈마라홍탕 신촌점,4.52,37.5563071297207,126.934520427944
2826,서대문구,서울 서대문구 연희로36길 26,중식,일화성,4.21,37.5775360791539,126.936421829378
2827,관악구,서울 관악구 신림동길 4,중식,아리차이,4.37,37.4876348487621,126.928271959642
2828,구로구,서울 구로구 디지털로32길 97-39 3층,중식,이태복북경,4.31,37.4842509690175,126.901333186629
2829,관악구,서울 관악구 관악로16길 35 푸르빌 아파트,아시안/양식,로향양꼬치 1호점,4.54,37.4799794508567,126.954691429638
2830,서대문구,서울 서대문구 연희맛로 22 삼원빌딩,중식,오향만두,4.4,37.5669355712865,126.93014671786
2831,영등포구,서울 영등포구 영중로 95 1층,중식,북만장,4.3,37.5247264380713,126.905043298168
2832,서대문구,서울 서대문구 명물길 10 1층 청화원,중식,청화원,4.52,37.5574161708704,126.937519988046
2833,관악구,서울 관악구 신림로 340 1층,중식,라공방 신림점,4.4,37.4847625375982,126.930096548294
2834,영등포구,서울 영등포구 의사당대로 38 여의도 the？ 아일랜드 파크,중식,리샨 여의도점,4.3,37.5261081409048,126.918710469805
2835,구로구,서울 구로구 우마길 27 지하1층,중식,춘화중국식당,4.84,37.4807187135997,126.889009148369
2836,마포구,서울 마포구 잔다리로6길 40-6 2층,중식,소고산제일루,4.34,37.5521258150144,126.921296860667
