,gu,address,food,name,rating,lat,lng
0,강북구,서울 강북구 도봉로 142 1층,치킨,교촌치킨 미아역점,4.3,37.6215396768441,127.028379309336
1,종로구,서울 종로구 백석동길 7,치킨,계열사,4.34,37.5928758823147,126.965602533813
2,종로구,"서울 종로구 사직로8길 21-1 1, 2층",치킨,효도치킨 광화문점,4.38,37.5746362867009,126.971058563556
3,용산구,서울 용산구 신흥로3길 2,피자,보니스피자펍,4.47,37.5411902186846,126.986934700494
4,중구,서울 중구 을지로13길 19,야식,만선호프 노가리체인본점,4.27,37.5672526483999,126.991781298913
5,종로구,서울 종로구 종로3길 17 D타워 replace 광화문 2층 4호,아시안/양식,온더보더 광화문D타워점,4.38,37.5709958592808,126.978914477333
6,종로구,"서울 종로구 돈화문로11다길 30 지하철 1,3,5호선 종로3가역 6번 출구로 나오셔서 뒤로 돌아 골목길로 좌회전하신 후 쭉 오시면 바로 보입니다.(도보 5분 소요)",야식,아트몬스터 익선동점,4.43,37.5736063679023,126.990455924572
7,중구,서울 중구 수표로 52 2층,야식,아트몬스터 을지로점,4.52,37.5657709109319,126.989973041455
8,마포구,서울 마포구 백범로 152,치킨,바른치킨 공덕파크자이점,4.36,37.5447477438441,126.948258201287
9,성북구,서울 성북구 동소문로20길 37-12,아시안/양식,치치 성신여대점,4.58,37.5909612865207,127.017556769742
10,종로구,서울 종로구 북촌로 6-4 1층,패스트푸드,다운타우너 안국,4.56,37.5774676298082,126.986372066894
11,중구,서울 중구 명동2길 52,찜탕,영양센터 본점,4.34,37.5611114383997,126.983123103544
12,종로구,서울 종로구 사직로12길 22,아시안/양식,내자살롱,4.51,37.5751538896762,126.970983422739
13,서대문구,서울 서대문구 통일로39가길 10-3,한식,용씨네 누룽지통닭구이,4.42,37.5887446180135,126.943512783806
14,용산구,서울 용산구 청파로47길 39 2층,아시안/양식,마시앤바시,4.55,37.5445265528802,126.96811828483
15,중구,서울 중구 을지로11길 18 을지로 수표교호프,야식,수표교호프 을지로본점,4.38,37.5671879005403,126.991008097493
16,마포구,서울 마포구 도화길 35 1층(도화동),야식,크래프트한스 마포점,4.35,37.5412765400077,126.949686880172
17,강북구,서울 강북구 노해로8길 29 201호,아시안/양식,도원결의,5.0,37.6385265392717,127.024206386368
18,종로구,서울 종로구 자하문로1길 50 황금모이,아시안/양식,황금모이,4.55,37.5769233023341,126.969706906218
19,강북구,서울 강북구 노해로8가길 9 1층,치킨,바른치킨 수유점,4.74,37.6385002758504,127.023537006079
20,용산구,서울 용산구 신흥로 136-1 해방집,야식,해방집,4.92,37.5453040585688,126.981899582168
21,중구,서울 중구 서애로 12-20,아시안/양식,다시열린하얀집,4.42,37.5615284299124,126.997584344692
22,종로구,서울 종로구 자하문로1나길 1,야식,이주당,4.39,37.5765635584984,126.971612863275
23,강북구,서울 강북구 인수봉로 238,야식,화수브루어리 서울강북점,4.56,37.640282181227,127.01197907255
24,종로구,서울 종로구 청계천로 71 청계천 휴,야식,청계천 휴,4.3,37.5687834664513,126.98550002156
25,중구,서울 중구 명동4길 2 2층,치킨,BBQ치킨 명동스타점,4.26,37.5634495691314,126.983437910806
26,서대문구,서울 서대문구 통일로11길 10-1,치킨,바른치킨 서대문점,4.48,37.5692488745847,126.962416910194
27,마포구,서울 마포구 숭문길 28,치킨,찌니네마약통닭 염리2호점,4.48,37.547634144584,126.945564998668
28,성북구,서울 성북구 동소문로6길 22 1층,치킨,후라이드참잘하는집 한성대점,4.4,37.588248857682,127.008496480723
29,종로구,서울 종로구 창경궁로26길 38 2층,피자,피자보이시나 대학로점,4.55,37.5818578785766,126.999820556879
30,종로구,서울 종로구 대학로8가길 36,아시안/양식,피쉬앤그릴 대학로점,4.35,37.5824871067378,127.002471580913
31,강북구,서울 강북구 노해로8길 1 페넬로페,야식,페넬로페,4.46,37.6378984020527,127.023161798832
32,종로구,서울 종로구 종로 294 2층,치킨,교촌치킨 동대문1호점,4.43,37.5712625089941,127.010715368227
33,성북구,서울 성북구 고려대로24길 6 문원빌딩 3층,아시안/양식,오샬,4.54,37.5859712626691,127.02921256961
34,성동구,서울 성동구 행당로 127,치킨,청년치킨,4.56,37.5584445175145,127.032957514823
35,성북구,서울 성북구 동소문로20다길 6 2층 1984 혜화시장,아시안/양식,1984혜화시장 성신여대점,4.59,37.5915962712159,127.017179416507
36,성동구,서울 성동구 한림말3길 29 2층,아시안/양식,제이드앤워터,4.41,37.5436483262883,127.015311526062
37,중구,서울 중구 장충단로 247 굿모닝시티 쇼핑몰 지하 3층,아시안/양식,에베레스트레스토랑 동대문역사문화공원점,4.38,37.5668021171335,127.007358177138
38,종로구,서울 종로구 종로 305 2층(창신동),아시안/양식,에베레스트커리월드,4.75,37.5721202665129,127.011562895713
39,성동구,서울 성동구 장터길 30-1 2층,아시안/양식,다락방,4.91,37.5482071647268,127.019256055354
40,성북구,서울 성북구 고려대로26길 12,치킨,노랑통닭 고대점,4.47,37.585706482392,127.029846719816
41,성북구,서울 성북구 보문로30길 43-5,야식,생활맥주 성신여대점,4.29,37.5894116869853,127.019183332391
42,마포구,서울 마포구 새창로 16,치킨,호치킨 마포도화점,4.45,37.5420188957293,126.951681495847
43,종로구,서울 종로구 돈화문로11길 26,아시안/양식,익선동노가리마켓,4.05,37.5726833459574,126.98994121133
44,종로구,서울 종로구 새문안로 103 지하,아시안/양식,옴레스토랑 광화문점,4.5,37.5705293260846,126.976089119166
45,도봉구,서울 도봉구 도봉로113길 7 1층,치킨,치킨마루 쌍문점,4.33,37.6479366327791,127.033623529587
46,마포구,서울 마포구 마포대로 195 1단지상가 107호,치킨,호치킨 마포래미안푸르지오점,4.38,37.5518094602317,126.954039818166
47,성북구,서울 성북구 길음로 74 길음뉴타운 508동,치킨,굽네치킨 길음1동점,4.21,37.6092896639058,127.021033925155
48,마포구,"서울 마포구 백범로 205 (신공덕동, 펜트라우스)101동 B232호",치킨,BHC치킨 공덕점,4.37,37.544105595914,126.954130094052
49,중구,서울 중구 남대문로1길 41,치킨,치킨매니아 북창동점,4.38,37.5628757661001,126.977201340376
50,강북구,서울 강북구 한천로 1182,치킨,맘스터치 덕성여대점,4.43,37.6484283154314,127.014582870267
51,동대문구,서울 동대문구 장한로2길 19 2층,야식,첫잔처럼,4.45,37.5621504755369,127.066250485183
52,강남구,서울 강남구 봉은사로4길 37 지하 1층,치킨,꼭그닭 강남점,4.44,37.5024397550837,127.027110612786
53,강남구,서울 강남구 논현로175길 68,야식,한추,4.19,37.5240817556959,127.023448636065
54,강남구,서울 강남구 선릉로157길 23 2층 피자덕후 피자힙,피자,피자덕후 피자힙 압구정점,4.91,37.5261064144049,127.037944716693
55,성동구,서울 성동구 왕십리로4길 10-3 1층,돈까스/일식,카린지_린가네 스낵바,4.45,37.5455780079168,127.045872166016
56,강남구,서울 강남구 압구정로46길 71 1층,피자,클랩피자 청담,4.52,37.5240994991916,127.036589355975
57,강남구,서울 강남구 강남대로156길 35,돈까스/일식,이끼롤까스 가로수길점,4.52,37.5189626537243,127.021853424456
58,강남구,서울 강남구 언주로164길 24 아크로스빌딩 지상1층 GODEAT,아시안/양식,갓잇 도산공원점,4.62,37.5254251236695,127.035474222088
59,강남구,서울 강남구 강남대로98길 11 메트로빌딩 1층,야식,왕스펍,4.39,37.5008847132213,127.027482685232
60,강남구,서울 강남구 도산대로89길 17,야식,잔비워,4.46,37.5256996267181,127.050848501132
61,강남구,서울 강남구 강남대로 468 충림빌딩 지하2층 코다차야강남점,돈까스/일식,코다차야 강남점,4.37,37.5041550738018,127.025144947963
62,강남구,서울 강남구 테헤란로87길 22 도심공항 1층,아시안/양식,온더보더 코엑스도심공항점,4.42,37.5096322564759,127.059443354483
63,강남구,서울 강남구 영동대로 513 코엑스몰 1층 전시 A2홀 맞은편,피자,캘리포니아피자키친 코엑스점,4.3,37.5118239121138,127.059159043842
64,강남구,서울 강남구 테헤란로 521 f-13호,피자,폴리스 파르나스몰점,4.36,37.5091916919873,127.06080691987
65,강남구,서울 강남구 도산대로1길 78 1층 나무문,치킨,계인전 보타니카,4.29,37.5216468285043,127.019829544674
66,송파구,서울 송파구 백제고분로22길 6 1층 104호,치킨,청년치킨 삼전점,4.3,37.5033876564161,127.089112418342
67,송파구,서울 송파구 백제고분로7길 19,치킨,깐부치킨 잠실신천역점,4.35,37.5106930275481,127.080942428
68,성북구,서울 성북구 보문로34길 70 2층,돈까스/일식,윤휘식당,4.43,37.5910470741557,127.019207756314
69,송파구,서울 송파구 올림픽로35길 112 장미아파트 B상가 지하1층 19-1호,돈까스/일식,치마오,4.34,37.5178827571707,127.101802779596
70,강남구,서울 강남구 봉은사로29길 11,야식,빨대포차,4.73,37.5084504392067,127.0344216874
71,동대문구,서울 동대문구 서울시립대로27길 49 1층,돈까스/일식,명동이발관,4.74,37.5848080635348,127.052242197728
72,강남구,서울 강남구 삼성로 212 은마상가 3번출입구 A블럭 지하 67호,치킨,오미닭강정,4.61,37.4996157705058,127.065915414443
73,광진구,서울 광진구 아차산로33길 27 1층,아시안/양식,서귀포로맨스 건대점,4.55,37.5415726081603,127.070257102381
74,강남구,서울 강남구 강남대로98길 16,돈까스/일식,경성야시장,4.05,37.500739444601,127.027979213399
75,강남구,서울 강남구 선릉로76길 23 계명빌딩,한식,청춘닭볶이,4.56,37.5019743478204,127.052391954124
76,광진구,서울 광진구 아차산로25길 13,야식,역전할머니맥주 건대점,4.37,37.5420255559555,127.066655979077
77,강남구,서울 강남구 언주로134길 33,야식,서울황태,4.13,37.5171869313277,127.038243349613
78,강남구,서울 강남구 도산대로53길 14 1층,패스트푸드,다운타우너 청담,4.6,37.524064899915,127.038573907268
79,서초구,서울 서초구 서초대로77길 43,아시안/양식,푸른술집할라 강남점,4.79,37.5013914688515,127.024910034409
80,성동구,서울 성동구 연무장5길 9-16 블루스톤타워 B103,패스트푸드,르프리크,4.55,37.5444391065296,127.052659059956
81,성동구,서울 성동구 왕십리로24길 13 돈까스전원,돈까스/일식,돈까스전원,4.51,37.5636441158247,127.034099246236
82,서초구,서울 서초구 서초대로77길 41 2층,아시안/양식,주다방 강남역점,4.14,37.5012446735418,127.025011541805
83,성북구,서울 성북구 길음로 33,치킨,깐부치킨 길음역점,4.42,37.6050832927233,127.022078590713
84,송파구,서울 송파구 백제고분로11길 35,치킨,호치킨 신천점,4.5,37.5084416337197,127.083352243348
85,성북구,서울 성북구 동소문로20다길 25,아시안/양식,쓰리 로보스,4.52,37.5920702370402,127.018091017235
86,강남구,서울 강남구 삼성로104길 21,야식,오스카,4.35,37.5112547344766,127.056423790497
87,강남구,서울 강남구 강남대로 442 별관 2층,야식,아이리쉬펍 더블린,4.03,37.5020628314474,127.026055773707
88,광진구,서울 광진구 자양로26길 22,치킨,또바치킨,4.63,37.541563119907,127.085217756674
89,광진구,서울 광진구 아차산로 219 1층 103호,피자,고피자 건대점,4.41,37.5411260816338,127.067932095125
90,광진구,서울 광진구 동일로22길 71 2층,아시안/양식,톡 라운지,4.16,37.5415074065133,127.068206835338
91,송파구,서울 송파구 올림픽로35가길 9 잠실 푸르지오월드마크 상가 1층 132호,돈까스/일식,연어식당,4.5,37.5174846188512,127.103444795508
92,중랑구,서울 중랑구 용마산로115길 60,야식,다락방호프,4.37,37.5985515579647,127.096952059202
93,강남구,서울 강남구 테헤란로19길 5,아시안/양식,요술포차역삼점,4.34,37.500403659162,127.033448923063
94,강남구,서울 강남구 도산대로51길 40 104호,아시안/양식,파삐쓰 타코,4.6,37.5257041894628,127.03827846802
95,강남구,서울 강남구 언주로 604 아크로힐스논현 상가 103호,치킨,롸버트치킨 논현점,4.61,37.5095303215604,127.038421201117
96,강남구,서울 강남구 선릉로 604 호산프라자,치킨,깐부치킨 선정릉역점,4.3,37.5109583738173,127.043961419657
97,강남구,서울 강남구 삼성로 511 골든타워 B1,돈까스/일식,하루,4.47,37.5076641818489,127.055577805588
98,용산구,서울 용산구 대사관로34길 38,치킨,한남동한방통닭,4.54,37.5315646110413,127.005552098022
99,서초구,"서울 서초구 신반포로 219 8동 지층 5호,6호,7호,8호",치킨,마틸다 바베큐 치킨 본점,4.65,37.5075121874388,127.008065342049
100,서초구,서울 서초구 신반포로23길 30 반원상가,치킨,한신치킨호프,4.39,37.5087856196011,127.003544417873
101,강남구,서울 강남구 테헤란로1길 28-3,야식,아트몬스터 강남역점,4.55,37.5004786918472,127.027603090723
102,서초구,서울 서초구 동작대로 22 삼미빌딩,야식,바이젠하우스 방배1호점,4.29,37.4783969668227,126.982203010171
103,용산구,서울 용산구 녹사평대로40길 46,아시안/양식,코레아노스 키친 녹사평점,4.33,37.5343987025279,126.988210990583
104,종로구,서울 종로구 삼일대로19길 17,치킨,자담치킨 서울종로점,4.41,37.5694778027964,126.986506073613
105,종로구,서울 종로구 율곡로4길 5,치킨,경성치킨,4.3,37.5752062188882,126.982265012156
106,강남구,서울 강남구 압구정로2길 28 1층,아시안/양식,타코앤칠리,4.96,37.5198299038871,127.020137993311
107,강남구,서울 강남구 강남대로102길 31 2층,피자,브릭오븐,4.33,37.5030876102826,127.027748359465
108,관악구,서울 관악구 봉천로 600-1 진성빌딩,치킨,경원치킨,4.56,37.4761196571183,126.963677000575
109,강남구,서울 강남구 압구정로2길 49 1층,야식,금별맥주 강남신사점,4.64,37.5186876977512,127.021193188696
110,서초구,서울 서초구 방배로 83-18 1F,치킨,오유니통닭 방배본점,4.45,37.4823505278253,126.996367398388
111,강남구,서울 강남구 강남대로98길 20,아시안/양식,어글리스토브 신논현강남역점,4.33,37.5008039872372,127.028229281308
112,서초구,서울 서초구 서초대로77길 31,야식,강남77,4.35,37.5006193877919,127.025375937177
113,용산구,서울 용산구 한강대로 95,치킨,깐부치킨 용산점,4.37,37.5288173852679,126.966653789116
114,용산구,서울 용산구 한강대로38가길 7-2,돈까스/일식,북천,4.53,37.5296539832995,126.970085234732
115,서초구,서울 서초구 반포대로28길 70 1층,치킨,BBQ치킨 교대본점,4.35,37.4915875358915,127.012234698389
116,서초구,서울 서초구 서초대로77길 41 3층,아시안/양식,서울주막 강남역2호점,4.62,37.5012446735418,127.025011541805
117,중구,서울 중구 마른내로6길 10 2층,야식,서울털보,4.54,37.5637954435057,126.99517442866
118,중구,서울 중구 퇴계로75길 25 1층,야식,크런치고고,4.84,37.5665213872496,127.015517232234
119,서초구,서울 서초구 방배천로2길 21,야식,생활맥주 사당점,4.35,37.4772565293096,126.983878760744
120,중구,서울 중구 수표로 52-1,치킨,깐부치킨 을지로3가역점,4.28,37.5658564208994,126.990037321405
121,서초구,서울 서초구 사평대로 205,아시안/양식,텍사스데브라질 센트럴시티점,4.31,37.5044921229104,127.007845270854
122,서대문구,서울 서대문구 통일로37길 12 1층,돈까스/일식,이자카야 날로,4.91,37.5877840964672,126.944136571927
123,종로구,서울 종로구 종로14길 9 1층,야식,크라운호프 종로점,4.36,37.5696531094503,126.987069299555
124,서초구,서울 서초구 효령로31길 3,치킨,교촌치킨 방배2호점,4.39,37.4814755647241,126.996589946165
125,용산구,서울 용산구 대사관로34길 31-7,아시안/양식,부곡하와이,4.58,37.5319909329259,127.006193847829
126,서대문구,서울 서대문구 연세로12길 27,야식,뉴타운,4.42,37.5591099648339,126.938568421043
127,성동구,서울 성동구 독서당로40길 33 2층,야식,척스탭하우스,4.6,37.542195886264,127.017466234087
128,종로구,서울 종로구 자하문로1길 24-1,치킨,세종마을치킨,4.49,37.5765236684712,126.97097066506
129,도봉구,서울 도봉구 해등로 82 창동3단지주공아파트,치킨,맥시칸치킨 창동점,4.54,37.6509282523105,127.04181188372
130,도봉구,서울 도봉구 노해로65길 17 중앙빌딩,야식,중앙호프,4.25,37.6520591916627,127.046095779851
131,도봉구,서울 도봉구 해등로 48 상가동 1층 103-2호,치킨,코리엔탈깻잎두마리치킨 창동점,4.13,37.6486118570164,127.043711097054
132,강서구,"서울 강서구 마곡중앙로 161-8 두산더랜드파크 C동 107호,108호",치킨,닭장맥주 마곡나루본점,4.79,37.568851450649,126.827338682565
133,영등포구,서울 영등포구 도림로139길 13,야식,양키통닭 본점,4.48,37.51366899683,126.892757819478
134,영등포구,서울 영등포구 도림로 436-1,치킨,양키통닭,4.51,37.5146420197298,126.894692898807
135,영등포구,서울 영등포구 경인로79길 21 1층,족발/보쌈,그믐족발 본점,4.42,37.5135220603536,126.89307496386
136,영등포구,서울 영등포구 당산로45길 2-1 감계무량,치킨,감계무량 당산본점,4.38,37.5334861979398,126.901037102211
137,금천구,서울 금천구 벚꽃로38길 15 초양교회 1층,치킨,스타에델치킨 가산2호점,4.29,37.4821528072024,126.883994620232
138,구로구,서울 구로구 디지털로34길 55 지하1층 B102 B138호 건물바깥 외벽(갈색벽돌),피자,마피아피자&펍 구로디지털점,4.42,37.4842856391064,126.899282125859
139,구로구,서울 구로구 고척로6길 58-4 지층,치킨,후라이드참잘하는집 오류점,4.4,37.496348382438,126.841717235031
140,강서구,서울 강서구 마곡중앙로 161-11 힐스테이트에코 라마다앙코르 B-101호,야식,와일드트리,4.61,37.5679745986878,126.826720979429
141,영등포구,서울 영등포구 당산로47길 8 당일빌딩,야식,달달데이 당산점,4.34,37.5348639897675,126.901987599522
142,영등포구,서울 영등포구 당산로41길 11 1층 110호 (당산skv1센터 1층 상가),치킨,바른치킨 당산SK점,4.97,37.5308112501685,126.898319035004
143,마포구,서울 마포구 월드컵북로48길 14,치킨,교촌치킨 상암점,4.3,37.5767443169284,126.894555920151
144,구로구,서울 구로구 디지털로32나길 29 2층 왈라왈라,아시안/양식,왈라왈라,5.0,37.4844884067906,126.900607102495
145,강서구,서울 강서구 화곡로 139,치킨,푸라닭 화곡역점,4.43,37.5410819348476,126.837178691401
146,강서구,서울 강서구 화곡로31길 8 1층,아시안/양식,강태,5.0,37.5439175005763,126.842787995116
147,강서구,서울 강서구 양천로 492 길훈엔트런스빌 112호,치킨,맛자랑치킨,4.41,37.560875023018,126.854626804611
148,양천구,서울 양천구 목동서로 49 광장종합상가3,치킨,깐부치킨 목동5단지점,4.45,37.5370742706805,126.880503914142
149,강서구,서울 강서구 공항대로61길 10-11,패스트푸드,자이온 등촌점,4.67,37.5514083831252,126.866091260035
150,금천구,서울 금천구 시흥대로122길 22,치킨,BHC치킨 독산맛나거리점,4.28,37.4692460049257,126.899403481095
151,양천구,서울 양천구 화곡로13길 19 1층,치킨,지코바치킨 신월2호점,3.85,37.5407515457937,126.83337300951
152,강서구,서울 강서구 마곡서로 133 714동 101호,치킨,굽네치킨 마곡나루역점,4.65,37.5645561030039,126.823838667719
153,구로구,서울 구로구 남부순환로 775 개봉푸르지오,치킨,호치킨 개봉푸르지오점,4.32,37.5015678689641,126.847162335199
154,양천구,서울 양천구 목동동로 53 126호,치킨,BBQ치킨 양천구청점,4.41,37.5150061976255,126.860819809577
155,구로구,서울 구로구 디지털로32길 93 1층,야식,크래프트한스 구로디지털점,4.52,37.4831366694213,126.900446872203
156,강서구,서울 강서구 강서로 511 상가 104호,치킨,자담치킨 양천향교점,4.34,37.5710165391584,126.841469246972
157,마포구,서울 마포구 성암로15길 39 1층,치킨,노랑통닭 서울상암점,4.2,37.5771061829226,126.896520780675
158,양천구,서울 양천구 오목로 39,치킨,호치킨 신월1호점,4.33,37.5220946563796,126.841717047237
159,구로구,서울 구로구 디지털로31길 120,치킨,정석닭강정 구로점,4.41,37.4884700177382,126.890773027393
160,양천구,서울 양천구 중앙로43길 14 122동 119호 굽네치킨 신정3동점,치킨,굽네치킨 신정3동점,4.44,37.5204176021651,126.851340568488
161,강서구,서울 강서구 양천로 646-29,치킨,BHC치킨 염창점,4.1,37.5520962906284,126.868250070942
162,강서구,서울 강서구 양천로59길 42 태성빌딩,치킨,호치킨 가양점,4.47,37.5609269516644,126.859793102186
163,양천구,서울 양천구 중앙로 269,치킨,호치킨 신정네거리역점,4.42,37.5204524878978,126.852503942423
164,금천구,서울 금천구 가산디지털1로 2 우림라이온스밸리2차 119호,치킨,독산680,4.41,37.466834192886,126.887999661463
165,강서구,서울 강서구 곰달래로 138-1,치킨,BHC치킨 까치산역점,4.39,37.5305220693688,126.848228747229
166,강서구,서울 강서구 까치산로 95,치킨,굽네치킨 화곡본동점,4.4,37.546909038751,126.848262294433
167,영등포구,서울 영등포구 당산로 95,치킨,가마치통닭 영등포구청역점,4.41,37.5240230517218,126.894862978259
168,강서구,서울 강서구 공항대로8길 27,치킨,BHC치킨 송정역점,4.38,37.5599034709873,126.812387549166
169,마포구,서울 마포구 월드컵북로 324 형제빌딩 103,치킨,굽네치킨 상암점,4.22,37.5753819244659,126.8957742125
170,양천구,서울 양천구 신정중앙로 90,야식,크라운호프 목동직영점,4.37,37.5263320371033,126.861638302851
171,강서구,서울 강서구 마곡중앙2로 15 1층 102호 류피자,피자,류길상피자 강서직영점,4.61,37.5581624385834,126.828538356954
172,구로구,서울 구로구 서해안로 2264,치킨,교촌치킨 천왕역점,4.37,37.4895019949448,126.837600422392
173,양천구,서울 양천구 오목로54길 10,치킨,맘스터치 목동점,4.36,37.5238174859924,126.873162741026
174,양천구,서울 양천구 목동중앙서로 24,치킨,교촌치킨 목동1호점,4.19,37.5325722441896,126.866539937096
175,영등포구,서울 영등포구 당산로49길 9 골드라인,치킨,BHC치킨 당산점,4.28,37.5356033838136,126.901918972132
176,구로구,서울 구로구 경인로19길 26-3,치킨,BHC치킨 오류초교점,4.45,37.4970191866744,126.842665620271
177,중구,"서울 중구 명동7길 21 명동아르누보센텀 115호,210호,,211호",치킨,치르치르&뉴욕야시장 명동본점,4.26,37.5647312946952,126.983858910559
178,동대문구,서울 동대문구 무학로 115 1층,야식,정글포차,4.35,37.5744811271276,127.030408136698
179,마포구,서울 마포구 연남로 6,돈까스/일식,연하동,4.49,37.560516215594,126.923557201699
180,마포구,"서울 마포구 어울마당로 125 1층, 지하",치킨,치킨앤카레군,4.59,37.5558279173324,126.923897664828
181,마포구,서울 마포구 독막로2길 23,아시안/양식,멕시코식당,4.54,37.5474483616581,126.914665777594
182,관악구,서울 관악구 행운1길 3 1층 다이히로,돈까스/일식,다이히로,4.45,37.4796328937448,126.958796129623
183,성동구,서울 성동구 왕십리로5길 10,치킨,서울숲누룽지통닭구이,4.41,37.5469674538357,127.0444178862
184,강남구,서울 강남구 도산대로15길 9 지하 1층,돈까스/일식,진도켄 이자카야,5.0,37.518882092351,127.023779576126
185,용산구,서울 용산구 이태원로20가길 7-5 1층,피자,아노브 이태원,4.7,37.5337247389211,126.992424902392
186,강남구,서울 강남구 강남대로152길 28,한식,온달집 본점,4.45,37.5176080202491,127.02171785557
187,관악구,서울 관악구 조원로 60,돈까스/일식,온정돈까스 본점,4.22,37.4835467526389,126.909097253356
188,강남구,서울 강남구 선릉로160길 7 지층,피자,디슬로우,4.87,37.5263383311071,127.040916968767
189,영등포구,서울 영등포구 영중로10길 36 2층,야식,탐라포차 영등포점,4.55,37.5184186607393,126.909233919777
190,강남구,서울 강남구 학동로 343 B1층,돈까스/일식,구월의 소철,5.0,37.5174807661856,127.040619500921
191,서초구,서울 서초구 방배로 140 인산빌딩 1층,치킨,어거스트치킨 본점,4.49,37.486489159598,126.994752116811
192,강남구,서울 강남구 강남대로98길 11 2층 메트로 빌딩 2층,한식,강남 돼지상회 무한리필,4.63,37.5008847132213,127.027482685232
193,용산구,서울 용산구 후암로 97-1 1층 죠우,돈까스/일식,죠우,4.38,37.5533652341004,126.974714493288
194,마포구,서울 마포구 성미산로 189-5 201호,돈까스/일식,야키토리 미식서울,4.54,37.5631031597921,126.926397989942
195,관악구,서울 관악구 남부순환로 1754,돈까스/일식,봉이돈가스,4.59,37.4818469983046,126.944990126671
196,영등포구,서울 영등포구 당산로 111 1층,치킨,참나라숯불바베큐치킨통닭,4.37,37.5247069803859,126.896059692511
197,서대문구,서울 서대문구 연세로9길 7,한식,장군닭갈비 신촌점,4.45,37.558454627276,126.936445515498
198,마포구,서울 마포구 망원로11길 6 2층,야식,꿩먹고알먹고,4.23,37.5582573008645,126.907410201011
199,강남구,서울 강남구 압구정로28길 49 109호,돈까스/일식,로바타탄요,4.64,37.5232586676671,127.027711483385
200,동대문구,서울 동대문구 홍릉로1길 46,치킨,동경통닭,4.18,37.5804584204908,127.042367821297
201,종로구,서울 종로구 종로 33 그랑서울 빌딩 B1층 B102,야식,탭퍼블릭 광화문그랑서울점,4.34,37.5709617749066,126.981437983842
202,중구,서울 중구 을지로14길 30 1층,야식,뮌헨호프,4.25,37.5648872780707,126.991992540539
203,동작구,서울 동작구 여의대방로24길 70 2층,돈까스/일식,오다,5.0,37.4983472232295,126.924139915789
204,동대문구,서울 동대문구 회기로 125 1층 크치치킨 회기점,치킨,크치치킨 회기점,4.57,37.5916217520723,127.05053472482
205,마포구,서울 마포구 월드컵로 45-1,한식,닭날다,4.42,37.5534029664696,126.911601468374
206,용산구,서울 용산구 회나무로 72,피자,핏제리아오 경리단길점,4.96,37.5402304308745,126.994357757542
207,구로구,서울 구로구 경인로 661 1층 125호,치킨,어거스트치킨 신도림점,4.36,37.5090492151745,126.8869873429
208,강남구,서울 강남구 논현동 105-9,아시안/양식,달잔,4.95,37.5201288424849,127.036388099577
209,동작구,서울 동작구 동작대로7길 16 1층,치킨,BHC치킨 사당점,4.28,37.4799265520477,126.980684599369
210,중구,서울 중구 명동7길 21 제1층 제116,야식,생활맥주 명동점,4.37,37.5647312946952,126.983858910559
211,영등포구,서울 영등포구 여의대방로67길 9 두일빌딩 1층 103호,치킨,어거스트치킨 여의도점,4.28,37.5195487940187,126.930488645764
212,영등포구,서울 영등포구 선유동1로 14-1 1층,치킨,치킨장인,4.56,37.5233793171834,126.891903517401
213,양천구,서울 양천구 등촌로 142,치킨,바른치킨 목동1호점,4.82,37.5427304553085,126.863137393899
214,강서구,서울 강서구 공항대로 509,치킨,푸라닭 등촌역점,4.36,37.5521439307902,126.863237990166
215,구로구,서울 구로구 새말로 102 신도림포스빌,아시안/양식,상하이포차,4.43,37.5057800099527,126.891405479352
216,구로구,서울 구로구 구일로10길 27 B동 호치킨,치킨,호치킨 구일점,4.45,37.4959404465654,126.872266560677
217,강서구,서울 강서구 공항대로46길 47 2층 심야회관,아시안/양식,심야회관 본점,4.8,37.553915198469,126.852170595358
218,영등포구,서울 영등포구 도림로133길 14-1,야식,퇴근길호프,4.31,37.5132283671027,126.894112823434
219,금천구,서울 금천구 가산디지털1로 168 우림 라이온스밸리A동 지하1층 B106-1호,피자,마피아피자&펍,4.43,37.479966429878,126.88263620024
220,강서구,서울 강서구 화곡로58길 34,치킨,BHC치킨 강서구청점,4.19,37.5526757524883,126.852719989659
221,양천구,서울 양천구 목동중앙본로1길 47,치킨,BHC치킨 목동2호점,4.23,37.5372538605153,126.868565728747
222,구로구,서울 구로구 천왕로 42 쿠앤하우스1층,치킨,명가통닭 천왕점,4.33,37.4812206902152,126.839008321337
223,금천구,서울 금천구 시흥대로52길 49,치킨,BHC치킨 시흥사거리점,4.35,37.4534171001609,126.901842056218
224,금천구,서울 금천구 벚꽃로 278 SJ테크노빌 B151 지하1층 깐부치킨,치킨,깐부치킨 가산디지털단지점,4.26,37.4794931161957,126.884634912937
225,금천구,서울 금천구 가산디지털1로 181,치킨,BHC치킨 가산디지털점,4.38,37.4814249861909,126.880393604209
226,영등포구,서울 영등포구 당산로 34,치킨,자담치킨 서울문래역점,4.19,37.5174631210953,126.896493699106
227,강서구,서울 강서구 가로공원로 197-1 1층,치킨,BHC치킨 화곡역점,4.26,37.5375660865598,126.837921447216
228,강서구,서울 강서구 수명로 74,치킨,BHC치킨 내발산마곡점,4.21,37.5525909469274,126.826197321696
229,금천구,서울 금천구 시흥대로149길 48 노블리움,치킨,굽네치킨 가산점,4.42,37.4753377236089,126.895142963641
